,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,se@s
2333,96,2013,245000,25000,3,1,1,0,18.2,11.0,84.8,113.0,5.0
2334,670,2010,210000,94000,3,1,1,2,2.36,117.0,78.0,111.8,5.0
2335,1073,2005,50000,90000,3,1,1,2,15.4,15.0,4.0,13.0,5.0
2336,64,2012,700000,50000,1,1,0,2,12.12,2231.0,184.0,424.0,7.0
2337,1574,2019,660000,35000,1,1,1,0,22.5,1248.0,74.0,1.0,5.0
2338,401,2015,630000,117500,3,1,1,2,17.4,147.0,117.3,145.0,5.0
2339,985,2012,950000,78500,1,1,1,0,15.1,217.0,14.0,33.0,7.0
2340,678,2018,740000,8000,3,1,1,0,18.6,117.0,81.83,114.7,5.0
2341,266,2017,570000,25000,3,1,1,0,18.12,116.0,86.8,112.0,5.0
2342,598,2012,450000,60000,1,1,1,4,22.32,1582.0,126.32,25.8,5.0
2343,142,2019,390000,10000,3,1,1,0,22.5,0.0,67.0,1.0,5.0
2344,306,2009,180000,70000,3,1,1,2,14.2,157.0,2.0,13.0,5.0
2345,1688,2015,130000,60000,3,1,1,0,25.4,624.0,37.48,51.0,4.0
2346,376,2006,270000,70000,3,1,1,2,17.7,147.0,78.0,12.7,5.0
2347,1014,1997,60000,25000,3,1,1,4,16.1,76.0,37.0,5.0,4.0
2348,609,2006,170000,90000,3,1,1,4,13.0,15.0,13.2,14.0,5.0
2349,472,2015,978999,90000,1,1,1,0,1.67,1582.0,126.2,25.0,5.0
2350,1758,2018,490000,25000,3,1,1,0,23.84,11.0,84.0,114.0,5.0
2351,250,2012,280000,60000,1,1,1,2,23.5,148.0,88.7,24.0,5.0
2352,1758,2018,390000,25000,3,1,1,0,23.84,11.0,84.0,114.0,5.0
2353,1039,2013,170000,60000,3,1,1,1,22.74,76.0,47.3,6.0,5.0
2354,98,2008,45000,70000,3,1,1,0,18.0,5.0,62.0,0.3,5.0
2355,1147,2016,640000,80000,1,1,1,2,24.52,1248.0,88.5,2.0,7.0
2356,903,2015,650000,110000,1,1,1,2,15.4,2523.0,75.0,2.0,9.0
2357,894,2013,500000,115717,1,1,1,0,12.5,217.0,12.0,2.0,9.0
2358,301,2008,90000,110000,1,1,1,2,17.7,13.0,68.0,16.0,5.0
2359,1573,2014,480000,70000,1,1,1,2,15.5,217.0,147.0,32.0,7.0
2360,1288,2019,630000,4000,3,1,1,0,21.21,117.0,81.8,113.0,5.0
2361,670,2011,250000,50000,3,1,1,0,2.36,117.0,78.0,111.8,5.0
2362,555,2016,330000,70000,3,1,1,1,18.0,117.0,82.0,114.0,5.0
2363,666,2009,180000,70000,3,1,1,2,2.36,117.0,78.0,111.7,5.0
2364,733,2010,210000,50000,3,1,1,2,18.5,117.0,8.0,11.4,5.0
2365,1259,2016,550000,55000,1,1,1,0,26.5,1248.0,74.0,1.0,5.0
2366,1718,2020,950000,5000,3,1,0,0,17.0,118.0,18.5,17.0,5.0
2367,793,2013,430000,100000,1,1,1,2,15.6,2523.0,62.1,15.0,7.0
2368,670,2014,348000,23000,3,1,1,2,2.36,117.0,78.0,111.8,5.0
2369,1031,2014,196000,60000,3,1,1,2,22.74,76.0,47.3,6.0,5.0
2370,1340,2010,150000,70000,3,1,1,2,18.0,161.0,67.0,84.0,5.0
2371,1340,2009,150000,60000,3,1,1,2,18.0,161.0,67.0,84.0,5.0
2372,1731,2019,1250000,100000,1,1,1,0,14.1,217.0,153.86,4.0,7.0
2373,1150,2015,600000,90000,1,1,1,4,2.77,1248.0,88.76,2.0,7.0
2374,1691,2010,65000,26432,3,0,1,0,25.4,624.0,37.48,51.0,4.0
2375,1181,2016,220000,46702,3,0,1,0,16.8,76.0,34.2,5.0,8.0
2376,1181,2016,220000,46706,3,0,1,0,16.8,76.0,34.2,5.0,8.0
2377,1609,2006,110000,53523,3,0,1,0,16.84,113.0,64.4,0.8,5.0
2378,59,2012,175000,56365,1,0,1,0,25.44,36.0,56.3,142.5,5.0
2379,101,2011,160000,49563,3,0,1,0,16.2,5.0,62.1,0.3,5.0
2380,1022,2004,65000,56432,3,0,1,0,16.1,76.0,37.0,5.0,4.0
2381,1009,2002,60000,52365,3,0,1,2,16.1,76.0,37.0,5.0,4.0
2382,1059,2007,120000,53512,3,0,1,2,1.7,76.0,46.3,62.0,5.0
2383,931,2013,1000000,40000,1,1,0,0,11.18,266.0,184.0,42.0,7.0
2384,1333,2010,220000,46533,3,0,1,0,18.0,8.0,67.1,0.0,5.0
2385,1180,2008,114999,58632,3,0,1,2,14.0,76.0,35.0,6.1,5.0
2386,969,2016,850000,80000,1,1,0,2,16.0,217.0,14.0,33.0,7.0
2387,1147,2016,750000,70000,1,1,1,0,24.52,1248.0,88.5,2.0,7.0
2388,1490,2017,265000,90000,3,1,1,0,23.1,0.0,67.0,1.0,5.0
2389,185,2014,450000,110000,3,1,1,2,14.0,156.0,0.6,146.0,5.0
2390,861,2013,225000,90000,1,1,1,0,17.21,143.0,1.0,24.0,7.0
2391,899,2015,1125000,70000,1,1,1,0,15.4,217.0,12.0,28.0,7.0
2392,1296,2009,270000,80000,3,1,1,0,16.6,117.0,85.0,113.0,5.0
2393,1055,2007,130000,78000,3,1,1,0,1.7,76.0,46.3,62.0,5.0
2394,812,2017,660000,45000,1,1,1,0,16.5,143.0,7.0,15.0,7.0
2395,1050,2015,240000,50000,3,1,1,2,23.5,8.0,67.5,0.0,5.0
2396,1033,2017,275000,58000,3,1,1,0,24.7,76.0,47.3,6.0,5.0
2397,1886,2012,750000,120000,1,1,1,0,12.8,244.0,12.0,2.4,8.0
2398,54,2007,65000,30000,3,1,1,2,14.7,115.0,76.0,11.2,5.0
2399,1728,2017,850000,162000,1,1,1,0,14.1,217.0,147.4,32.0,7.0
2400,1335,2016,300000,50000,0,1,1,2,26.6,8.0,58.16,77.0,5.0
2401,681,2018,555000,25000,3,1,1,2,18.6,117.0,81.83,114.7,5.0
2402,871,2015,825000,60000,1,1,1,0,15.4,17.0,12.0,28.0,7.0
2403,576,2010,150000,70000,2,1,1,4,13.45,186.0,62.1,6.1,5.0
2404,1251,2009,185000,138000,1,1,1,2,1.3,1248.0,73.0,1.0,5.0
2405,666,2010,180000,70000,3,1,1,2,2.36,117.0,78.0,111.7,5.0
2406,1058,2010,160000,48000,3,1,1,2,1.7,76.0,46.3,62.0,5.0
2407,222,2012,500000,110000,1,1,0,0,11.4,253.0,153.86,38.0,7.0
2408,1281,2014,375000,88000,1,1,1,2,25.2,1248.0,74.0,1.0,5.0
2409,1872,2015,900000,68000,1,1,1,0,12.0,244.0,1.6,2.0,7.0
2410,555,2017,459999,70000,3,1,1,0,18.0,117.0,82.0,114.0,5.0
2411,1468,2014,480000,80000,1,1,1,0,2.45,1461.0,83.8,2.0,5.0
2412,1280,2013,320000,100000,1,1,1,4,22.0,1248.0,74.0,1.0,5.0
2413,1280,2013,370000,96000,1,1,1,2,22.0,1248.0,74.0,1.0,5.0
2414,1372,2002,75000,30000,3,1,1,4,17.3,3.0,6.0,78.0,5.0
2415,1189,2016,400000,60000,1,1,1,4,23.2,1248.0,73.4,1.0,5.0
2416,1281,2014,425000,65000,1,1,1,0,25.2,1248.0,74.0,1.0,5.0
2417,1096,2014,325000,48000,3,1,1,0,23.1,8.0,67.4,0.0,5.0
2418,550,2016,350000,65300,3,1,1,2,18.0,117.0,82.0,114.0,5.0
2419,678,2018,600000,40000,3,1,1,0,18.6,117.0,81.83,114.7,5.0
2420,57,2012,120000,60000,1,1,1,2,25.44,36.0,57.6,15.0,5.0
2421,1045,2012,200000,70000,3,1,1,2,2.2,8.0,67.1,0.0,5.0
2422,1059,2008,100000,70000,3,1,1,4,1.7,76.0,46.3,62.0,5.0
2423,545,2014,350000,70000,1,1,1,2,24.0,112.0,7.0,16.0,5.0
2424,1058,2006,85000,150000,3,1,1,2,1.7,76.0,46.3,62.0,5.0
2425,1054,2019,399000,10000,3,1,1,0,23.5,8.0,67.5,0.0,5.0
2426,591,2014,580000,56000,1,1,1,0,22.32,1582.0,126.3,25.0,5.0
2427,149,2017,290000,30000,3,1,1,0,22.7,7.0,53.64,72.0,5.0
2428,550,2014,380000,50000,3,1,1,2,18.0,117.0,82.0,114.0,5.0
2429,279,2010,200000,120000,1,1,1,0,2.0,13.0,68.0,16.0,5.0
2430,1335,2018,390000,40000,0,1,1,0,26.6,8.0,58.16,77.0,5.0
2431,533,2017,500000,27500,3,1,1,0,18.0,117.0,81.86,113.75,5.0
2432,1150,2012,520000,73000,1,1,1,0,2.77,1248.0,88.76,2.0,7.0
2433,1249,2017,650000,75000,1,1,1,0,26.5,1248.0,74.0,1.0,5.0
2434,1494,2018,380000,5000,3,1,1,0,23.1,0.0,67.0,1.0,5.0
2435,1339,2010,275000,50000,2,1,1,0,26.2,8.0,58.2,77.0,5.0
2436,1249,2015,520000,70000,1,1,1,0,26.5,1248.0,74.0,1.0,5.0
2437,1249,2015,610000,60000,1,1,1,0,26.5,1248.0,74.0,1.0,5.0
2438,1332,2004,85000,110000,3,1,1,0,18.0,8.0,67.1,0.0,5.0
2439,1471,2013,490000,95000,1,1,1,0,2.46,1461.0,83.8,2.0,5.0
2440,493,2015,229999,34000,3,1,1,2,21.1,814.0,55.2,74.5,5.0
2441,555,2015,411000,25000,3,1,1,0,18.0,117.0,82.0,114.0,5.0
2442,1134,2019,362000,120000,0,1,1,2,21.4,116.0,61.7,85.0,5.0
2443,1822,2014,550000,31000,1,1,1,0,23.5,1364.0,67.6,17.0,5.0
2444,1335,2018,459999,70000,0,1,1,0,26.6,8.0,58.16,77.0,5.0
2445,1196,2011,190000,47000,3,1,1,0,18.5,117.0,85.8,114.0,5.0
2446,565,2019,499000,5000,3,1,0,0,2.3,186.0,68.0,0.0,5.0
2447,1132,2018,358000,44000,3,1,1,0,15.37,116.0,73.0,11.0,7.0
2448,1823,2012,278000,120000,1,1,1,2,23.5,1364.0,67.1,17.0,5.0
2449,161,2014,320000,39395,1,1,1,0,21.2,1248.0,75.0,17.0,5.0
2450,1482,2013,580000,67000,1,1,1,2,2.4,1461.0,18.5,24.0,5.0
2451,383,2019,1300000,20000,3,1,0,0,17.4,147.0,117.6,145.0,5.0
2452,339,2018,825000,40000,1,1,1,0,25.8,148.0,8.6,2.0,5.0
2453,1803,2004,170000,120000,3,1,1,2,13.4,174.0,125.0,16.1,5.0
2454,1851,2014,1700000,80000,1,1,1,2,12.55,282.0,168.5,343.0,7.0
2455,568,2018,490000,7000,3,1,1,0,2.3,186.0,68.0,0.0,5.0
2456,979,2018,1050000,15000,1,1,1,0,16.0,217.0,14.0,33.0,7.0
2457,62,2016,210000,50000,3,1,1,0,18.6,11.0,76.8,16.5,5.0
2458,891,2016,1250000,30000,1,1,1,0,15.4,217.0,12.0,28.0,7.0
2459,1280,2012,320000,120000,1,1,1,2,22.0,1248.0,74.0,1.0,5.0
2460,83,2012,400000,64000,1,1,1,0,16.52,11.0,123.7,35.0,5.0
2461,1192,2013,320000,120000,1,1,1,0,23.2,1248.0,73.4,1.0,5.0
2462,1813,2012,600000,85000,1,1,1,0,21.43,1364.0,87.2,25.0,5.0
2463,1045,2012,275000,50000,3,1,1,0,2.2,8.0,67.1,0.0,5.0
2464,1058,2009,170000,59000,3,1,1,2,1.7,76.0,46.3,62.0,5.0
2465,59,2012,155000,98000,1,1,1,0,25.44,36.0,57.6,15.0,5.0
2466,1473,2015,620000,140000,1,1,1,2,2.45,1461.0,83.8,2.0,5.0
2467,540,2017,530000,50000,3,1,1,0,18.0,117.0,81.86,113.75,5.0
2468,1834,2015,550000,40000,1,1,1,0,23.5,1364.0,67.4,17.0,5.0
2469,387,2014,600000,90000,1,1,1,0,26.0,148.0,8.6,2.0,5.0
2470,979,2014,649000,117000,1,1,1,4,15.1,217.0,14.0,33.0,7.0
2471,387,2014,625000,90000,1,1,1,0,26.0,148.0,8.6,2.0,5.0
2472,104,2010,125000,70000,3,1,1,0,16.0,5.0,63.0,0.3,5.0
2473,114,2009,305000,230000,1,1,1,2,13.58,24.0,72.4,171.0,9.0
2474,1217,2010,285000,155000,3,1,1,2,15.5,1586.0,13.3,145.0,5.0
2475,1789,2015,600000,60000,1,1,1,2,13.4,217.0,138.3,32.0,5.0
2476,845,2016,426000,110000,3,1,1,0,18.15,118.0,82.0,115.0,6.0
2477,1629,2010,180000,120000,1,1,1,0,17.0,145.0,71.0,135.0,5.0
2478,603,2011,400000,100000,1,1,1,2,22.32,1582.0,126.32,25.8,5.0
2479,61,2010,120000,40000,3,1,1,2,18.6,11.0,7.4,18.0,5.0
2480,1669,2012,300000,110000,1,1,1,2,21.12,1248.0,88.8,2.0,5.0
2481,1045,2011,190000,92500,3,1,1,2,2.2,8.0,67.1,0.0,5.0
2482,1033,2017,310000,20000,3,1,1,0,24.7,76.0,47.3,6.0,5.0
2483,1497,2019,380000,15000,3,1,1,0,25.17,7.0,53.3,72.0,5.0
2484,814,2019,740000,14000,1,1,1,0,16.5,143.0,7.0,15.0,7.0
2485,149,2016,260000,35000,3,1,1,0,22.7,7.0,53.64,72.0,5.0
2486,1050,2017,320000,32000,3,1,1,2,23.5,8.0,67.5,0.0,5.0
2487,1335,2013,211000,90000,0,1,1,0,26.6,8.0,58.16,77.0,5.0
2488,1254,2018,650000,35000,3,1,1,0,22.0,117.0,81.8,113.0,5.0
2489,1249,2017,651000,32500,1,1,1,2,28.4,1248.0,74.2,1.0,5.0
2490,1051,2019,380000,14000,3,1,0,0,23.5,8.0,67.5,0.0,5.0
2491,59,2014,160000,70000,1,1,1,4,25.44,36.0,56.3,142.5,5.0
2492,631,2019,1270000,20000,3,1,0,0,17.0,151.0,121.3,151.0,5.0
2493,1328,2011,300000,300000,2,1,1,0,26.2,8.0,58.2,77.0,5.0
2494,1283,2015,405000,100000,1,1,1,0,25.2,1248.0,74.0,1.0,5.0
2495,985,2015,850000,64800,1,1,1,0,15.1,217.0,14.0,33.0,7.0
2496,814,2017,680000,90000,1,1,1,0,16.5,143.0,7.0,15.0,7.0
2497,652,2014,426999,80000,3,1,1,0,1.1,117.0,82.0,114.0,5.0
2498,588,2015,525000,248000,1,1,1,0,24.8,136.0,88.7,21.7,5.0
2499,1880,2014,1019999,60000,1,1,1,2,12.0,244.0,1.6,2.0,7.0
2500,1869,2005,245000,120000,1,1,1,0,12.8,244.0,12.0,2.4,8.0
2501,501,2015,869999,120000,1,1,1,0,22.7,1582.0,126.2,25.88,5.0
2502,1328,2010,160000,66444,2,1,1,0,26.2,8.0,58.2,77.0,5.0
2503,1312,2016,700000,86000,1,1,1,0,24.3,1248.0,88.5,2.0,5.0
2504,1439,2012,300000,90000,1,1,1,0,21.64,1461.0,84.8,2.0,5.0
2505,415,2007,175000,218463,3,1,0,0,12.0,17.0,13.0,172.0,5.0
2506,1885,2012,960000,153000,1,1,1,0,12.8,244.0,12.0,2.4,8.0
2507,948,2014,525000,70000,1,1,1,2,16.55,248.0,15.0,247.0,6.0
2508,549,2015,345000,60000,1,1,1,0,24.0,112.0,7.0,16.0,5.0
2509,332,2015,390000,50000,3,1,1,0,18.0,118.0,86.7,1.0,5.0
2510,139,2015,275000,20000,3,1,1,0,2.63,118.0,67.0,14.0,5.0
2511,86,2014,310000,35000,3,1,1,0,18.2,11.0,82.4,18.5,5.0
2512,539,2017,500000,20000,3,1,1,0,18.0,117.0,81.86,113.75,5.0
2513,94,2013,200000,70000,1,1,1,0,22.1,1248.0,76.0,25.0,5.0
2514,1944,2018,650000,53000,1,1,1,0,2.14,148.0,88.0,23.0,5.0
2515,406,2018,1031000,60000,1,1,1,0,25.6,148.0,7.0,2.0,5.0
2516,485,2018,330000,70000,3,1,1,0,2.3,8.0,68.5,4.14,5.0
2517,563,2019,399000,4000,3,1,1,0,2.3,186.0,68.0,0.0,5.0
2518,666,2012,250000,103000,3,1,1,0,2.36,117.0,78.0,111.7,5.0
2519,532,2017,600000,20000,1,1,1,0,24.0,1186.0,73.7,1.24,5.0
2520,1280,2013,375000,77000,1,1,1,0,22.0,1248.0,74.0,1.0,5.0
2521,1967,2012,375000,90000,1,1,1,0,2.54,158.0,13.6,25.0,5.0
2522,594,2013,445000,87185,1,1,1,2,22.32,1582.0,126.3,25.0,5.0
2523,1332,2003,55000,167000,3,1,1,2,18.0,8.0,67.1,0.0,5.0
2524,695,2016,611000,77000,1,1,1,0,22.54,136.0,88.73,21.7,5.0
2525,588,2014,459999,110000,1,1,1,2,24.8,136.0,88.7,21.7,5.0
2526,251,2011,275000,120000,1,1,1,2,17.8,13.0,68.0,16.3,5.0
2527,575,2011,185000,170000,0,1,1,0,11.88,186.0,62.1,6.1,5.0
2528,598,2012,390000,100000,1,1,1,2,22.32,1582.0,126.32,25.8,5.0
2529,101,2007,72000,40000,3,1,1,2,18.0,5.0,62.0,0.3,5.0
2530,1591,2007,90000,50000,1,1,1,0,17.88,136.0,52.8,85.0,5.0
2531,1826,2015,500000,125000,1,1,1,0,23.5,1364.0,67.5,17.0,5.0
2532,1335,2011,200000,137000,0,1,1,0,26.2,8.0,58.2,77.0,5.0
2533,989,2019,1575000,18000,1,1,1,0,15.1,217.0,152.87,36.0,7.0
2534,555,2015,511000,30000,3,1,1,0,18.0,117.0,82.0,114.0,5.0
2535,158,2009,150000,55000,3,1,1,0,14.6,1368.0,88.7,115.0,5.0
2536,1900,2020,1500000,40000,3,1,0,0,1.75,264.0,163.7,245.0,8.0
2537,1033,2013,185000,80000,3,1,1,2,22.74,76.0,47.3,6.0,5.0
2538,1069,2018,550000,30000,3,1,1,0,21.4,117.0,83.1,115.0,5.0
2539,1050,2017,325000,3564,3,1,1,0,23.5,8.0,67.5,0.0,5.0
2540,1250,2015,525000,80000,1,1,1,0,26.5,1248.0,74.0,1.0,5.0
2541,176,2018,1050000,13000,1,1,1,0,17.0,22.0,13.1,321.0,7.0
2542,1647,2012,300000,120000,1,1,1,0,25.0,136.0,6.0,14.0,5.0
2543,62,2011,120000,90000,3,1,1,0,18.6,11.0,7.4,18.0,5.0
2544,750,2017,2625000,9000,1,0,0,0,13.6,1.0,177.0,43.0,5.0
2545,771,2019,5150000,20000,3,0,0,0,22.37,2487.0,214.56,22.0,5.0
2546,751,2017,3200000,45000,1,0,0,0,1.33,1.0,177.0,43.0,5.0
2547,1728,2015,503000,110000,1,1,1,0,14.1,217.0,147.4,32.0,7.0
2548,1978,2019,3800000,20000,1,1,0,0,18.0,16.0,1.0,4.0,5.0
2549,1800,2016,2000000,68089,3,2,0,0,1.16,244.0,157.7,213.0,5.0
2550,1332,2013,225000,58343,3,2,1,0,21.7,8.0,67.5,0.0,5.0
2551,1064,2018,740000,38817,1,0,1,0,27.3,1248.0,74.0,1.0,5.0
2552,439,2016,550000,56494,3,2,1,0,18.2,11.0,88.7,11.0,5.0
2553,1880,2013,750000,79328,1,2,1,2,12.0,244.0,1.6,2.0,7.0
2554,1222,2019,650000,5621,3,2,0,0,22.0,117.0,81.8,113.0,5.0
2555,1837,2017,625000,25538,3,2,1,0,16.78,146.0,88.73,132.0,5.0
2556,1225,2018,600000,69779,3,0,0,0,22.0,117.0,81.8,113.0,5.0
2557,531,2017,450000,56290,1,0,1,0,24.0,1186.0,73.7,1.24,5.0
2558,49,2019,5400000,7500,1,0,0,0,16.78,15.0,1.0,4.0,5.0
2559,49,2019,5500000,8500,1,0,0,0,16.78,15.0,1.0,4.0,5.0
2560,334,2019,779000,7032,3,2,0,0,1.0,11.0,88.76,11.0,5.0
2561,1553,2016,645000,11000,3,0,0,0,14.3,158.0,13.5,153.0,5.0
2562,1977,2018,2475000,2000,1,0,0,0,16.8,184.0,15.0,35.0,5.0
2563,574,2011,170000,50000,3,1,1,4,17.2,186.0,62.1,6.1,5.0
2564,1646,2010,320000,42000,1,1,1,0,23.3,136.0,6.0,14.0,5.0
2565,1097,2016,350000,17000,3,1,0,0,23.1,8.0,67.4,0.0,5.0
2566,1223,2018,500000,40000,3,1,0,0,22.0,117.0,81.8,113.0,5.0
2567,1652,2009,135000,137000,1,1,1,2,17.0,145.0,7.0,13.5,5.0
2568,1497,2018,340000,20000,3,1,1,0,25.17,7.0,53.3,72.0,5.0
2569,555,2020,330000,70000,3,1,1,2,18.0,117.0,81.86,113.75,5.0
2570,1211,2011,350000,48756,3,1,1,2,15.5,1586.0,13.3,145.0,5.0
2571,1847,2015,1850000,30000,1,1,0,2,12.55,282.0,168.5,36.0,7.0
2572,639,2016,400000,110000,1,1,1,0,24.4,112.0,71.0,18.4,5.0
2573,244,2014,325000,80322,1,0,1,0,17.8,13.0,67.0,16.0,5.0
2574,869,2015,1000000,35000,1,1,1,0,15.4,17.0,12.0,28.0,7.0
2575,902,2017,850000,110000,1,1,1,0,15.4,2523.0,75.0,2.0,7.0
2576,1213,2012,350000,70000,1,1,1,2,21.5,1248.0,88.8,2.0,5.0
2577,750,2017,2625000,9000,1,0,0,0,13.6,1.0,177.0,43.0,5.0
2578,771,2019,5150000,20000,3,0,0,0,22.37,2487.0,214.56,22.0,5.0
2579,751,2017,3200000,45000,1,0,0,0,1.33,1.0,177.0,43.0,5.0
2580,1728,2015,503000,110000,1,1,1,0,14.1,217.0,147.4,32.0,7.0
2581,1978,2019,3800000,20000,1,1,0,0,18.0,16.0,1.0,4.0,5.0
2582,1800,2016,2000000,68089,3,2,0,0,1.16,244.0,157.7,213.0,5.0
2583,1332,2013,225000,58343,3,2,1,0,21.7,8.0,67.5,0.0,5.0
2584,1064,2018,740000,38817,1,0,1,0,27.3,1248.0,74.0,1.0,5.0
2585,439,2016,550000,56494,3,2,1,0,18.2,11.0,88.7,11.0,5.0
2586,1880,2013,750000,79328,1,2,1,2,12.0,244.0,1.6,2.0,7.0
2587,1222,2019,650000,5621,3,2,0,0,22.0,117.0,81.8,113.0,5.0
2588,1837,2017,625000,25538,3,2,1,0,16.78,146.0,88.73,132.0,5.0
2589,1225,2018,600000,69779,3,0,0,0,22.0,117.0,81.8,113.0,5.0
2590,531,2017,450000,56290,1,0,1,0,24.0,1186.0,73.7,1.24,5.0
2591,49,2019,5400000,7500,1,0,0,0,16.78,15.0,1.0,4.0,5.0
2592,49,2019,5500000,8500,1,0,0,0,16.78,15.0,1.0,4.0,5.0
2593,334,2019,779000,7032,3,2,0,0,1.0,11.0,88.76,11.0,5.0
2594,1553,2016,645000,11000,3,0,0,0,14.3,158.0,13.5,153.0,5.0
2595,1977,2018,2475000,2000,1,0,0,0,16.8,184.0,15.0,35.0,5.0
2596,443,2015,550000,120000,1,1,1,2,24.5,148.0,8.6,2.0,7.0
2597,1730,2015,925000,60000,1,1,1,0,14.0,217.0,138.1,32.0,7.0
2598,929,2010,509999,97000,1,1,0,2,11.7,217.0,12.0,2.0,8.0
2599,990,2011,250000,100000,1,1,1,2,13.0,248.0,5.0,22.0,8.0
2600,706,2015,500000,36000,3,1,1,0,17.1,117.0,81.86,114.73,5.0
2601,465,2019,1050000,27000,1,1,1,0,21.38,136.0,88.7,21.7,5.0
2602,1249,2014,490000,50000,1,1,1,0,23.4,1248.0,74.0,1.0,5.0
2603,1131,2020,415000,15000,3,1,1,0,15.37,116.0,73.0,11.0,5.0
2604,1035,2013,190000,60000,3,1,1,2,22.74,76.0,47.3,6.0,5.0
2605,1249,2018,680000,120000,1,1,1,0,28.4,1248.0,74.2,1.0,5.0
2606,1034,2013,190000,60000,3,1,1,2,22.74,76.0,47.3,6.0,5.0
2607,886,2013,479000,173000,1,1,1,0,12.5,217.0,12.0,2.0,7.0
2608,1033,2016,270000,60000,3,1,1,2,22.74,76.0,47.3,6.0,5.0
2609,662,2008,170000,70000,3,1,1,4,1.81,186.0,68.5,0.4,5.0
2610,1106,2018,764000,25000,3,1,1,0,2.73,1373.0,1.1,13.0,5.0
2611,788,2019,710000,30000,1,1,1,0,15.6,2523.0,62.1,15.0,7.0
2612,1039,2017,310000,35000,3,1,1,0,24.7,76.0,47.3,6.0,5.0
2613,813,2017,620000,100000,1,1,1,2,16.5,143.0,7.0,15.0,7.0
2614,499,2017,280000,31000,3,1,1,2,21.1,814.0,55.2,74.5,5.0
2615,1847,2015,1500000,80000,1,1,0,2,12.55,282.0,168.5,36.0,7.0
2616,544,2016,450000,40000,3,1,1,0,18.0,117.0,82.0,114.0,5.0
2617,1399,2017,2199000,10000,1,1,0,2,17.0,2143.0,136.0,3.0,5.0
2618,1403,2013,3600000,50000,1,1,0,0,11.74,287.0,254.8,61.0,5.0
2619,249,2008,285000,60000,3,1,1,2,15.3,156.0,0.6,146.0,5.0
2620,1867,2007,465000,210000,1,1,1,2,12.8,244.0,12.0,2.4,8.0
2621,29,2009,1100000,60000,1,1,0,2,16.7,15.0,181.0,38.0,5.0
2622,1967,2011,350000,110000,1,1,1,2,2.54,158.0,13.6,25.0,5.0
2623,1140,2017,600000,35000,3,1,1,0,17.5,1373.0,1.1,13.0,7.0
2624,1069,2017,570000,35000,3,1,1,0,21.4,117.0,83.1,115.0,5.0
2625,1050,2016,325000,20000,3,1,1,0,23.5,8.0,67.5,0.0,5.0
2626,968,2016,975000,54000,1,1,0,0,16.0,17.0,14.0,32.0,7.0
2627,702,2015,480000,60000,3,1,1,0,18.6,117.0,81.83,114.7,5.0
2628,1028,2014,185000,10300,3,1,1,0,22.74,76.0,47.3,6.0,5.0
2629,470,2015,1050000,50000,1,1,0,0,17.1,1582.0,126.2,25.0,5.0
2630,1062,2019,760000,3000,3,1,1,0,21.1,117.0,81.8,113.0,5.0
2631,1942,2019,570000,5000,3,1,1,0,18.78,0.0,75.0,5.0,5.0
2632,1063,2018,700000,13000,3,1,1,0,21.4,117.0,83.1,115.0,5.0
2633,204,2015,775000,30000,3,1,0,0,15.63,14.0,11.4,14.0,5.0
2634,43,2007,750000,60000,1,1,0,2,14.4,23.0,258.0,56.0,5.0
2635,100,2010,140000,100000,3,1,1,2,18.0,5.0,62.0,0.3,5.0
2636,1028,2016,220000,40000,3,1,1,0,22.74,76.0,47.3,6.0,5.0
2637,569,2013,184000,15000,3,1,1,0,0.0,186.0,62.1,6.1,5.0
2638,700,2017,440000,50000,3,1,1,2,18.6,117.0,81.83,114.7,5.0
2639,711,2017,650000,80000,1,1,1,0,21.1,136.0,88.73,22.0,5.0
2640,941,2017,660000,50000,1,1,0,0,18.4,143.0,1.0,23.0,7.0
2641,1134,2017,380000,30000,0,1,1,0,21.4,116.0,61.7,85.0,5.0
2642,1813,2012,415000,125000,1,1,1,2,21.43,1364.0,87.2,25.0,5.0
2643,667,2012,225000,110000,3,1,1,0,1.81,186.0,68.5,0.4,5.0
2644,1150,2013,600000,30000,1,1,1,2,2.77,1248.0,88.76,2.0,7.0
2645,1155,2014,620000,148000,1,1,1,2,2.77,1248.0,88.8,2.0,7.0
2646,938,2016,750000,35000,1,1,1,0,18.4,143.0,1.0,24.0,7.0
2647,550,2016,400000,80000,3,1,1,2,18.0,117.0,82.0,114.0,5.0
2648,1329,2005,110000,110000,3,1,1,0,18.0,8.0,67.1,0.0,5.0
2649,1627,2012,119000,95000,1,1,1,2,1.4,145.0,7.0,135.4,5.0
2650,330,2015,600000,25000,1,1,1,0,25.8,148.0,8.6,2.0,5.0
2651,1368,2011,200000,80000,0,1,1,0,26.3,8.0,67.1,0.0,5.0
2652,1795,2014,280000,60000,1,1,1,2,23.0,1248.0,88.7,2.0,5.0
2653,1556,2013,375000,100000,3,1,1,0,15.0,158.0,15.0,153.0,5.0
2654,135,2016,350000,50000,3,1,1,0,1.44,118.0,67.0,14.0,7.0
2655,645,2017,620000,31000,1,1,1,0,25.4,1186.0,73.7,1.25,5.0
2656,1249,2017,570000,120000,1,1,1,0,26.5,1248.0,74.0,1.0,5.0
2657,1251,2012,290000,105000,1,1,1,2,1.3,1248.0,73.0,1.0,5.0
