,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
145,30,1.0,0.0,201,0.0,5,3,0.0,1,197,4,1.0,84,3,1,0.0,1,1.0,3204,10415,5,1.0,1.0,14,3,4,80,1,8,3,3,3,2,2,2
146,30,1.0,0.0,1427,0.0,2,1,0.0,1,198,2,0.0,35,2,1,0.0,4,0.0,2720,11162,0,1.0,1.0,13,3,4,80,0,6,3,3,5,3,1,2
147,41,1.0,0.0,857,0.0,10,3,0.0,1,199,4,0.0,91,2,4,0.0,1,1.0,17181,12888,4,1.0,1.0,13,3,2,80,1,21,2,2,7,6,7,7
148,41,1.0,0.0,933,0.0,9,4,0.0,1,200,3,0.0,94,3,1,0.0,1,0.0,2238,6961,2,1.0,1.0,21,4,4,80,1,7,2,3,5,0,1,4
149,19,1.0,0.0,1181,0.0,3,1,0.0,1,201,2,1.0,79,3,1,0.0,2,0.0,1483,16102,1,1.0,1.0,14,3,4,80,0,1,3,3,1,0,0,0
150,40,1.0,0.0,1395,0.0,26,3,0.0,1,202,2,1.0,54,3,2,0.0,2,1.0,5605,8504,1,1.0,1.0,11,3,1,80,1,20,2,3,20,7,2,13
151,35,1.0,0.0,662,0.0,1,5,0.0,1,204,3,0.0,94,3,3,0.0,2,0.0,7295,11439,1,1.0,1.0,13,3,1,80,2,10,3,3,10,8,0,6
152,53,1.0,0.0,1436,0.0,6,2,0.0,1,205,2,0.0,34,3,2,0.0,3,0.0,2306,16047,2,1.0,0.0,20,4,4,80,1,13,3,1,7,7,4,5
153,45,1.0,0.0,194,0.0,9,3,0.0,1,206,2,0.0,60,3,2,0.0,2,1.0,2348,10901,8,1.0,1.0,18,3,3,80,1,20,2,1,17,9,0,15
154,32,1.0,0.0,967,0.0,8,3,0.0,1,207,2,1.0,43,3,3,0.0,4,0.0,8998,15589,1,1.0,1.0,14,3,4,80,0,9,2,3,9,8,3,7
155,29,1.0,1.0,1496,0.0,1,1,0.0,1,208,4,0.0,41,3,2,0.0,3,0.0,4319,26283,1,1.0,1.0,13,3,1,80,1,10,1,3,10,7,0,9
156,51,1.0,0.0,1169,0.0,7,4,0.0,1,211,2,0.0,34,2,2,0.0,3,0.0,6132,13983,2,1.0,1.0,17,3,3,80,0,10,2,3,1,0,0,0
157,58,1.0,0.0,1145,0.0,9,3,0.0,1,214,2,1.0,75,2,1,0.0,2,0.0,3346,11873,4,1.0,0.0,20,4,2,80,1,9,3,2,1,0,0,0
158,40,1.0,0.0,630,0.0,4,4,0.0,1,215,3,0.0,67,2,3,0.0,4,0.0,10855,8552,7,1.0,1.0,11,3,1,80,1,15,2,2,12,11,2,11
159,34,1.0,0.0,303,0.0,2,4,0.0,1,216,3,1.0,75,3,1,0.0,3,0.0,2231,11314,6,1.0,1.0,18,3,4,80,1,6,3,3,4,3,1,2
160,22,1.0,0.0,1256,0.0,19,1,0.0,1,217,3,0.0,80,3,1,0.0,4,0.0,2323,11992,1,1.0,1.0,24,4,1,80,2,2,6,3,2,2,2,2
161,27,1.0,1.0,691,0.0,9,3,0.0,1,218,4,0.0,57,3,1,0.0,2,1.0,2024,5970,6,1.0,1.0,18,3,4,80,1,6,1,1,2,2,2,2
162,28,1.0,0.0,440,0.0,21,3,0.0,1,221,3,0.0,42,3,1,0.0,4,0.0,2713,6672,1,1.0,1.0,11,3,3,80,1,5,2,1,5,2,0,2
163,57,1.0,0.0,334,0.0,24,2,0.0,1,223,3,0.0,83,4,3,1.0,4,1.0,9439,23402,3,1.0,0.0,16,3,2,80,1,12,2,1,5,3,1,4
164,27,1.0,1.0,1450,0.0,3,3,0.0,1,224,3,0.0,79,2,1,0.0,3,1.0,2566,25326,1,1.0,0.0,15,3,4,80,1,1,2,2,1,1,0,1
165,50,1.0,0.0,1452,0.0,11,3,0.0,1,226,3,1.0,53,3,5,0.0,2,0.0,19926,17053,3,1.0,1.0,15,3,2,80,0,21,5,3,5,4,4,4
166,41,1.0,0.0,465,0.0,14,3,0.0,1,227,1,0.0,56,3,1,0.0,3,1.0,2451,4609,4,1.0,1.0,12,3,1,80,1,13,2,3,9,8,1,8
167,30,1.0,0.0,1339,0.0,5,3,0.0,1,228,2,1.0,41,3,3,0.0,4,0.0,9419,8053,2,1.0,1.0,12,3,3,80,1,12,2,3,10,9,7,4
168,38,1.0,0.0,702,0.0,1,4,0.0,1,230,1,1.0,59,2,2,0.0,4,0.0,8686,12930,4,1.0,1.0,22,4,3,80,0,12,2,4,8,3,0,7
169,32,1.0,0.0,120,0.0,6,5,0.0,1,231,3,0.0,43,3,1,0.0,3,0.0,3038,12430,3,1.0,1.0,20,4,1,80,0,8,2,3,5,4,1,4
170,27,1.0,0.0,1157,0.0,17,3,0.0,1,233,3,0.0,51,3,1,0.0,2,0.0,3058,13364,0,1.0,0.0,16,3,4,80,1,6,3,2,5,2,1,1
171,19,0.0,0.0,602,0.0,1,1,0.0,1,235,3,1.0,100,1,1,0.0,1,0.0,2325,20989,0,1.0,1.0,21,4,1,80,0,1,5,4,0,0,0,0
172,36,1.0,0.0,1480,0.0,3,2,0.0,1,238,4,0.0,30,3,1,0.0,2,0.0,2088,15062,4,1.0,1.0,12,3,3,80,0,13,3,2,8,7,7,2
173,30,1.0,1.0,111,0.0,9,3,0.0,1,239,3,0.0,66,3,2,0.0,1,1.0,3072,11012,1,1.0,1.0,11,3,3,80,2,12,4,3,12,9,6,10
174,45,1.0,0.0,1268,0.0,4,2,0.0,1,240,3,1.0,30,3,2,0.0,1,1.0,5006,6319,4,1.0,0.0,11,3,1,80,1,9,3,4,5,4,0,3
175,56,1.0,0.0,713,0.0,8,3,0.0,1,241,3,1.0,67,3,1,0.0,1,1.0,4257,13939,4,1.0,0.0,18,3,3,80,1,19,3,3,2,2,2,2
176,33,1.0,0.0,134,0.0,2,3,0.0,1,242,3,0.0,90,3,1,0.0,4,0.0,2500,10515,0,1.0,1.0,14,3,1,80,0,4,2,4,3,1,0,2
177,19,0.0,0.0,303,0.0,2,3,0.0,1,243,2,0.0,47,2,1,0.0,4,0.0,1102,9241,1,1.0,1.0,22,4,3,80,0,1,3,2,1,0,1,0
178,46,1.0,0.0,526,0.0,1,2,0.0,1,244,2,1.0,92,3,3,0.0,1,1.0,10453,2137,1,1.0,1.0,25,4,3,80,3,24,2,3,24,13,15,7
179,38,1.0,0.0,1380,0.0,9,2,0.0,1,245,3,1.0,75,3,1,0.0,4,0.0,2288,6319,1,1.0,1.0,12,3,3,80,0,2,3,3,2,2,2,1
180,31,1.0,0.0,140,0.0,12,1,0.0,1,246,3,1.0,95,3,1,0.0,4,0.0,3929,6984,8,1.0,0.0,23,4,3,80,1,7,0,3,4,2,0,2
181,34,1.0,0.0,629,0.0,27,2,0.0,1,247,4,1.0,95,3,1,0.0,2,0.0,2311,5711,2,1.0,1.0,15,3,4,80,0,9,3,3,3,2,1,2
182,41,0.0,0.0,1356,0.0,20,2,0.0,1,248,2,1.0,70,3,1,0.0,2,0.0,3140,21728,1,1.0,0.0,22,4,4,80,0,4,5,2,4,3,0,2
183,50,1.0,0.0,328,0.0,1,3,0.0,1,249,3,0.0,86,2,1,0.0,3,0.0,3690,3425,2,1.0,1.0,15,3,4,80,1,5,2,2,3,2,0,2
184,53,1.0,0.0,1084,0.0,13,2,0.0,1,250,4,1.0,57,4,2,0.0,1,1.0,4450,26250,1,1.0,1.0,11,3,3,80,2,5,3,3,4,2,1,3
185,33,1.0,0.0,931,0.0,14,3,0.0,1,252,4,1.0,72,3,1,0.0,2,0.0,2756,4673,1,1.0,1.0,13,3,4,80,1,8,5,3,8,7,1,6
186,40,1.0,0.0,989,0.0,4,1,0.0,1,253,4,1.0,46,3,5,0.0,3,0.0,19033,6499,1,1.0,1.0,14,3,2,80,1,21,2,3,20,8,9,9
187,55,1.0,0.0,692,0.0,14,4,0.0,1,254,3,0.0,61,4,5,0.0,2,0.0,18722,13339,8,1.0,1.0,11,3,4,80,0,36,3,3,24,15,2,15
188,34,1.0,0.0,1069,0.0,2,1,0.0,1,256,4,0.0,45,2,2,0.0,3,0.0,9547,14074,1,1.0,1.0,17,3,3,80,0,10,2,2,10,9,1,9
189,51,1.0,0.0,313,0.0,3,3,0.0,1,258,4,1.0,98,3,4,1.0,2,0.0,13734,7192,3,1.0,1.0,18,3,3,80,0,21,6,3,7,7,1,0
190,52,1.0,0.0,699,0.0,1,4,0.0,1,259,3,0.0,65,2,5,0.0,3,0.0,19999,5678,0,1.0,1.0,14,3,1,80,1,34,5,3,33,18,11,9
191,27,1.0,0.0,894,0.0,9,3,0.0,1,260,4,1.0,99,3,1,0.0,2,0.0,2279,11781,1,1.0,1.0,16,3,4,80,0,7,2,2,7,7,0,3
192,35,0.0,0.0,556,0.0,23,2,0.0,1,261,2,0.0,50,2,2,0.0,3,0.0,5916,15497,3,1.0,0.0,13,3,1,80,0,8,1,3,1,0,0,1
193,43,1.0,1.0,1344,0.0,7,3,0.0,1,262,4,0.0,37,4,1,0.0,4,1.0,2089,5228,4,1.0,1.0,14,3,4,80,3,7,3,4,5,4,2,2
194,45,1.0,1.0,1195,0.0,2,2,0.0,1,264,1,0.0,65,2,4,0.0,4,0.0,16792,20462,9,1.0,1.0,23,4,4,80,1,22,1,3,20,8,11,8
195,37,1.0,0.0,290,0.0,21,3,0.0,1,267,2,0.0,65,4,1,0.0,1,0.0,3564,22977,1,1.0,0.0,12,3,1,80,1,8,3,2,8,7,1,7
196,35,1.0,0.0,138,0.0,2,3,0.0,1,269,2,1.0,37,3,2,0.0,2,0.0,4425,15986,5,1.0,1.0,11,3,4,80,0,10,5,3,6,2,1,2
197,42,1.0,1.0,926,0.0,21,2,0.0,1,270,3,1.0,36,3,2,0.0,3,1.0,5265,16439,2,1.0,1.0,16,3,2,80,1,11,5,3,5,3,0,2
198,38,1.0,0.0,1261,0.0,2,4,0.0,1,271,4,0.0,88,3,2,0.0,3,0.0,6553,7259,9,1.0,1.0,14,3,2,80,0,14,3,3,1,0,0,0
199,38,1.0,0.0,1084,0.0,29,3,0.0,1,273,4,0.0,54,3,2,0.0,4,0.0,6261,4185,3,1.0,1.0,18,3,1,80,1,9,3,1,7,7,1,7
200,27,1.0,0.0,472,0.0,1,1,0.0,1,274,3,0.0,60,2,2,0.0,1,0.0,4298,9679,5,1.0,1.0,19,3,3,80,1,6,1,3,2,2,2,0
201,49,1.0,1.0,1002,0.0,18,4,0.0,1,275,4,0.0,92,3,2,0.0,4,1.0,6804,23793,1,1.0,0.0,15,3,1,80,2,7,0,3,7,7,1,7
202,34,1.0,0.0,878,0.0,10,4,0.0,1,277,4,0.0,43,3,1,0.0,3,1.0,3815,5972,1,1.0,0.0,17,3,4,80,1,5,4,4,5,3,2,0
203,40,1.0,0.0,905,0.0,19,2,0.0,1,281,3,0.0,99,3,2,0.0,4,0.0,2741,16523,8,1.0,0.0,15,3,3,80,1,15,2,4,7,2,3,7
204,38,0.0,0.0,1180,0.0,29,1,0.0,1,282,2,0.0,70,3,2,1.0,1,0.0,6673,11354,7,1.0,0.0,19,3,2,80,0,17,2,3,1,0,0,0
205,29,0.0,0.0,121,0.0,27,3,0.0,1,283,2,1.0,35,3,3,0.0,4,0.0,7639,24525,1,1.0,1.0,22,4,4,80,3,10,3,2,10,4,1,9
206,22,1.0,0.0,1136,0.0,5,3,0.0,1,284,4,0.0,60,4,1,0.0,2,1.0,2328,12392,1,1.0,0.0,16,3,1,80,1,4,2,2,4,2,2,2
207,36,1.0,0.0,635,0.0,18,1,0.0,1,286,2,1.0,73,3,1,0.0,4,0.0,2153,7703,1,1.0,1.0,13,3,1,80,0,8,2,3,8,1,1,7
208,40,1.0,1.0,1151,0.0,9,5,0.0,1,287,4,0.0,63,2,2,1.0,4,0.0,4876,14242,9,1.0,1.0,14,3,4,80,1,5,5,1,3,2,0,2
209,46,1.0,0.0,644,0.0,1,4,0.0,1,288,4,0.0,97,3,3,1.0,1,1.0,9396,12368,7,1.0,1.0,16,3,3,80,1,17,3,3,4,2,0,3
210,32,0.0,0.0,1045,0.0,4,4,0.0,1,291,4,0.0,32,1,3,0.0,4,0.0,10400,25812,1,1.0,1.0,11,3,3,80,0,14,2,2,14,8,9,8
211,30,1.0,1.0,829,0.0,1,1,0.0,1,292,3,0.0,88,2,3,0.0,3,0.0,8474,20925,1,1.0,1.0,22,4,3,80,0,12,2,3,11,8,5,8
212,27,1.0,0.0,1242,0.0,20,3,0.0,1,293,4,1.0,90,3,2,0.0,3,0.0,9981,12916,1,1.0,1.0,14,3,4,80,0,7,2,3,7,7,0,7
213,51,1.0,0.0,1469,0.0,8,4,0.0,1,296,2,0.0,81,2,3,0.0,2,0.0,12490,15736,5,1.0,1.0,16,3,4,80,2,16,5,1,10,9,4,7
214,30,0.0,0.0,1005,0.0,3,3,0.0,1,297,4,1.0,88,3,1,0.0,1,0.0,2657,8556,5,1.0,0.0,11,3,3,80,0,8,5,3,5,2,0,4
215,41,1.0,0.0,896,0.0,6,3,0.0,1,298,4,1.0,75,3,3,0.0,4,0.0,13591,14674,3,1.0,0.0,18,3,3,80,0,16,3,3,1,0,0,0
216,30,0.0,0.0,334,0.0,26,4,0.0,1,299,3,1.0,52,2,2,0.0,1,0.0,6696,22967,5,1.0,1.0,15,3,3,80,0,9,5,2,6,3,0,1
217,29,0.0,0.0,992,0.0,1,3,0.0,1,300,3,0.0,85,3,1,0.0,3,0.0,2058,19757,0,1.0,1.0,14,3,4,80,0,7,1,2,6,2,1,5
218,45,1.0,1.0,1052,0.0,6,3,0.0,1,302,4,1.0,57,2,3,0.0,4,0.0,8865,16840,6,1.0,1.0,12,3,4,80,0,23,2,3,19,7,12,8
219,54,1.0,0.0,1147,0.0,3,3,0.0,1,303,4,1.0,52,3,2,0.0,1,0.0,5940,17011,2,1.0,1.0,14,3,4,80,1,16,4,3,6,2,0,5
220,36,1.0,0.0,1396,0.0,5,2,0.0,1,304,4,0.0,62,3,2,0.0,2,0.0,5914,9945,8,1.0,1.0,16,3,4,80,0,16,3,4,13,11,3,7
221,33,1.0,0.0,147,0.0,4,4,0.0,1,305,3,1.0,47,2,1,0.0,2,0.0,2622,13248,6,1.0,1.0,21,4,4,80,0,7,3,3,3,2,1,1
222,37,1.0,0.0,663,0.0,11,3,0.0,1,306,2,0.0,47,3,3,0.0,4,1.0,12185,10056,1,1.0,0.0,14,3,3,80,3,10,1,3,10,8,0,7
223,38,1.0,0.0,119,0.0,3,3,0.0,1,307,1,0.0,76,3,3,0.0,3,1.0,10609,9647,0,1.0,1.0,12,3,3,80,2,17,6,2,16,10,5,13
224,31,1.0,1.0,979,0.0,1,4,0.0,1,308,3,0.0,90,1,2,0.0,3,0.0,4345,4381,0,1.0,1.0,12,3,4,80,1,6,2,3,5,4,1,4
225,59,1.0,0.0,142,0.0,3,3,0.0,1,309,3,0.0,70,2,1,0.0,4,0.0,2177,8456,3,1.0,1.0,17,3,1,80,1,7,6,3,1,0,0,0
226,37,1.0,0.0,319,0.0,4,4,0.0,1,311,1,0.0,41,3,1,0.0,4,1.0,2793,2539,4,1.0,1.0,17,3,3,80,1,13,2,3,9,8,5,8
227,29,1.0,0.0,1413,0.0,1,1,0.0,1,312,2,1.0,42,3,3,0.0,4,0.0,7918,6599,1,1.0,1.0,14,3,4,80,1,11,5,3,11,10,4,1
228,35,1.0,0.0,944,0.0,1,3,0.0,1,314,3,1.0,92,3,3,0.0,3,0.0,8789,9096,1,1.0,1.0,14,3,1,80,0,10,3,4,10,7,0,8
229,29,0.0,0.0,896,0.0,18,1,0.0,1,315,3,0.0,86,2,1,0.0,4,0.0,2389,14961,1,1.0,0.0,13,3,3,80,0,4,3,2,4,3,0,1
230,52,1.0,0.0,1323,0.0,2,3,0.0,1,316,3,1.0,89,2,1,0.0,4,0.0,3212,3300,7,1.0,1.0,15,3,2,80,0,6,3,2,2,2,2,2
231,42,1.0,0.0,532,0.0,4,2,0.0,1,319,3,0.0,58,3,5,0.0,4,0.0,19232,4933,1,1.0,1.0,11,3,4,80,0,22,3,3,22,17,11,15
232,59,1.0,0.0,818,1.0,6,2,0.0,1,321,2,0.0,52,3,1,0.0,3,0.0,2267,25657,8,1.0,1.0,17,3,4,80,0,7,2,2,2,2,2,2
233,50,1.0,0.0,854,0.0,1,4,0.0,1,323,4,1.0,68,3,5,0.0,4,1.0,19517,24118,3,1.0,1.0,11,3,3,80,1,32,3,2,7,0,0,6
234,33,0.0,0.0,813,0.0,14,3,0.0,1,325,3,0.0,58,3,1,0.0,4,0.0,2436,22149,5,1.0,0.0,13,3,3,80,1,8,2,1,5,4,0,4
235,43,1.0,0.0,1034,0.0,16,3,0.0,1,327,4,1.0,80,3,4,0.0,4,0.0,16064,7744,5,1.0,0.0,22,4,3,80,1,22,3,3,17,13,1,9
236,33,0.0,0.0,465,0.0,2,2,0.0,1,328,1,1.0,39,3,1,0.0,1,0.0,2707,21509,7,1.0,1.0,20,4,1,80,0,13,3,4,9,7,1,7
237,52,1.0,1.0,771,0.0,2,4,0.0,1,329,1,0.0,79,2,5,0.0,3,0.0,19068,21030,1,1.0,0.0,18,3,4,80,0,33,2,4,33,7,15,12
238,32,1.0,0.0,1401,0.0,4,2,0.0,1,330,3,1.0,56,3,1,0.0,2,0.0,3931,20990,2,1.0,1.0,11,3,1,80,1,6,5,3,4,3,1,2
239,32,0.0,0.0,515,0.0,1,3,0.0,1,331,4,0.0,62,2,1,0.0,3,0.0,3730,9571,0,1.0,0.0,14,3,4,80,0,4,2,1,3,2,1,2
240,39,1.0,0.0,1431,0.0,1,4,0.0,1,332,3,1.0,96,3,1,0.0,3,1.0,2232,15417,7,1.0,1.0,14,3,3,80,3,7,1,3,3,2,1,2
241,32,1.0,1.0,976,0.0,26,4,0.0,1,333,3,0.0,100,3,2,0.0,4,0.0,4465,12069,0,1.0,1.0,18,3,1,80,0,4,2,3,3,2,2,2
242,41,1.0,0.0,1411,0.0,19,2,0.0,1,334,3,0.0,36,3,2,0.0,1,1.0,3072,19877,2,1.0,1.0,16,3,1,80,2,17,2,2,1,0,0,0
243,40,1.0,0.0,1300,0.0,24,2,0.0,1,335,1,0.0,62,3,2,0.0,4,1.0,3319,24447,1,1.0,1.0,17,3,1,80,2,9,3,3,9,8,4,7
244,45,1.0,0.0,252,0.0,1,3,0.0,1,336,3,0.0,70,4,5,0.0,4,0.0,19202,15970,0,1.0,1.0,11,3,3,80,1,25,2,3,24,0,1,7
245,31,1.0,0.0,1327,0.0,3,4,0.0,1,337,2,0.0,73,3,3,0.0,3,1.0,13675,13523,9,1.0,1.0,12,3,1,80,1,9,3,3,2,2,2,2
246,33,1.0,0.0,832,0.0,5,4,0.0,1,338,3,1.0,63,2,1,0.0,4,0.0,2911,14776,1,1.0,1.0,13,3,3,80,1,2,2,2,2,2,0,2
247,34,1.0,0.0,470,0.0,2,4,0.0,1,339,4,0.0,84,2,2,0.0,1,0.0,5957,23687,6,1.0,1.0,13,3,2,80,1,13,3,3,11,9,5,9
248,37,1.0,0.0,1017,0.0,1,2,0.0,1,340,3,1.0,83,2,1,0.0,1,0.0,3920,18697,2,1.0,1.0,14,3,1,80,1,17,2,2,3,1,0,2
249,45,1.0,0.0,1199,0.0,7,4,0.0,1,341,1,0.0,77,4,2,0.0,3,0.0,6434,5118,4,1.0,1.0,17,3,4,80,1,9,1,3,3,2,0,2
250,37,0.0,0.0,504,0.0,10,3,0.0,1,342,1,0.0,61,3,3,0.0,3,1.0,10048,22573,6,1.0,1.0,11,3,2,80,2,17,5,3,1,0,0,0
251,39,1.0,0.0,505,0.0,2,4,0.0,1,343,3,1.0,64,3,3,1.0,3,0.0,10938,6420,0,1.0,1.0,25,4,4,80,0,20,1,3,19,6,11,8
252,29,1.0,0.0,665,0.0,15,3,0.0,1,346,3,0.0,60,3,1,0.0,4,0.0,2340,22673,1,1.0,1.0,19,3,1,80,0,6,1,3,6,5,1,5
253,42,1.0,0.0,916,0.0,17,2,0.0,1,347,4,1.0,82,4,2,0.0,1,0.0,6545,23016,3,1.0,0.0,13,3,3,80,0,10,1,3,3,2,0,2
254,29,1.0,0.0,1247,0.0,20,2,0.0,1,349,4,0.0,45,3,2,0.0,4,1.0,6931,10732,2,1.0,1.0,14,3,4,80,1,10,2,3,3,2,0,2
255,25,1.0,0.0,685,0.0,1,3,0.0,1,350,1,1.0,62,3,2,0.0,3,0.0,4898,7505,0,1.0,1.0,12,3,4,80,2,5,3,3,4,2,1,2
256,42,1.0,0.0,269,0.0,2,3,0.0,1,351,4,1.0,56,2,1,0.0,1,1.0,2593,8007,0,1.0,0.0,11,3,3,80,1,10,4,3,9,6,7,8
257,40,1.0,0.0,1416,0.0,2,2,0.0,1,352,1,0.0,49,3,5,0.0,3,1.0,19436,5949,0,1.0,1.0,19,3,4,80,1,22,5,3,21,7,3,9
258,51,1.0,0.0,833,0.0,1,3,0.0,1,353,3,0.0,96,3,1,0.0,4,0.0,2723,23231,1,1.0,1.0,11,3,2,80,0,1,0,2,1,0,0,0
259,31,0.0,0.0,307,0.0,29,2,0.0,1,355,3,0.0,71,2,1,0.0,2,0.0,3479,11652,0,1.0,1.0,11,3,2,80,0,6,2,4,5,4,1,4
260,32,1.0,0.0,1311,0.0,7,3,0.0,1,359,2,0.0,100,4,1,0.0,2,0.0,2794,26062,1,1.0,1.0,20,4,3,80,0,5,3,1,5,1,0,3
261,38,1.0,1.0,1327,0.0,2,2,0.0,1,361,4,0.0,39,2,2,0.0,4,0.0,5249,19682,3,1.0,1.0,18,3,4,80,1,13,0,3,8,7,7,5
262,32,1.0,0.0,128,0.0,2,1,0.0,1,362,4,0.0,84,2,2,0.0,1,0.0,2176,19737,4,1.0,1.0,13,3,4,80,0,9,5,3,6,2,0,4
263,46,1.0,0.0,488,0.0,2,3,0.0,1,363,3,1.0,75,1,4,0.0,2,0.0,16872,14977,3,1.0,0.0,12,3,2,80,1,28,2,2,7,7,7,7
264,28,0.0,0.0,529,0.0,2,4,0.0,1,364,1,0.0,79,3,1,0.0,3,0.0,3485,14935,2,1.0,1.0,11,3,3,80,0,5,5,1,0,0,0,0
265,29,1.0,0.0,1210,0.0,2,3,0.0,1,366,1,0.0,78,2,2,0.0,2,0.0,6644,3687,2,1.0,1.0,19,3,2,80,2,10,2,3,0,0,0,0
266,31,1.0,0.0,1463,0.0,23,3,0.0,1,367,2,0.0,64,2,2,1.0,4,0.0,5582,14408,0,1.0,1.0,21,4,2,80,1,10,2,3,9,0,7,8
267,25,1.0,1.0,675,0.0,5,2,0.0,1,369,2,0.0,85,4,2,1.0,1,1.0,4000,18384,1,1.0,1.0,12,3,4,80,2,6,2,3,6,3,1,5
268,45,1.0,0.0,1385,0.0,20,2,0.0,1,372,3,0.0,79,3,4,1.0,4,0.0,13496,7501,0,1.0,0.0,14,3,2,80,0,21,2,3,20,7,4,10
269,36,1.0,0.0,1403,0.0,6,3,0.0,1,373,4,0.0,47,3,1,0.0,4,0.0,3210,20251,0,1.0,1.0,11,3,3,80,1,16,4,3,15,13,10,11
270,55,1.0,0.0,452,0.0,1,3,0.0,1,374,4,0.0,81,3,5,0.0,1,0.0,19045,18938,0,1.0,0.0,14,3,3,80,0,37,2,3,36,10,4,13
271,47,0.0,1.0,666,0.0,29,4,0.0,1,376,1,0.0,88,3,3,0.0,2,0.0,11849,10268,1,1.0,0.0,12,3,4,80,1,10,2,2,10,7,9,9
272,28,1.0,0.0,1158,0.0,9,3,0.0,1,377,4,0.0,94,3,1,0.0,4,0.0,2070,2613,1,1.0,1.0,23,4,4,80,1,5,3,2,5,2,0,4
273,37,1.0,0.0,228,0.0,6,4,0.0,1,378,3,0.0,98,3,2,0.0,4,0.0,6502,22825,4,1.0,1.0,14,3,2,80,1,7,5,4,5,4,0,1
274,21,1.0,0.0,996,0.0,3,2,0.0,1,379,4,0.0,100,2,1,0.0,3,0.0,3230,10531,1,1.0,1.0,17,3,1,80,0,3,4,4,3,2,1,0
275,37,1.0,1.0,728,0.0,1,4,0.0,1,380,1,1.0,80,3,3,0.0,4,1.0,13603,11677,2,1.0,0.0,18,3,1,80,2,15,2,3,5,2,0,2
276,35,1.0,0.0,1315,0.0,22,3,0.0,1,381,2,1.0,71,4,3,0.0,2,1.0,11996,19100,7,1.0,1.0,18,3,2,80,1,10,6,2,7,7,6,2
277,38,1.0,0.0,322,0.0,7,2,0.0,1,382,1,1.0,44,4,2,0.0,1,1.0,5605,19191,1,1.0,0.0,24,4,3,80,1,8,3,3,8,0,7,7
278,26,1.0,0.0,1479,0.0,1,3,0.0,1,384,3,1.0,84,3,2,0.0,2,1.0,6397,26767,1,1.0,1.0,20,4,1,80,1,6,6,1,6,5,1,4
279,50,1.0,0.0,797,0.0,4,1,0.0,1,385,1,0.0,96,3,5,0.0,2,1.0,19144,15815,3,1.0,1.0,14,3,1,80,2,28,4,2,10,4,1,6
280,53,1.0,0.0,1070,0.0,3,4,0.0,1,386,3,0.0,45,3,4,0.0,3,0.0,17584,21016,3,1.0,0.0,16,3,4,80,3,21,5,2,5,3,1,3
281,42,1.0,0.0,635,0.0,1,1,0.0,1,387,2,0.0,99,3,2,0.0,3,0.0,4907,24532,1,1.0,1.0,25,4,3,80,0,20,3,3,20,16,11,6
282,29,1.0,0.0,442,0.0,2,2,0.0,1,388,2,0.0,44,3,2,0.0,4,0.0,4554,20260,1,1.0,1.0,18,3,1,80,0,10,3,2,10,7,0,9
283,55,1.0,0.0,147,0.0,20,2,0.0,1,389,2,0.0,37,3,2,0.0,4,0.0,5415,15972,3,1.0,0.0,19,3,4,80,1,12,4,3,10,7,0,8
284,26,1.0,0.0,496,0.0,11,2,0.0,1,390,1,0.0,60,3,2,1.0,1,0.0,4741,22722,1,1.0,0.0,13,3,3,80,1,5,3,3,5,3,3,3
285,37,1.0,0.0,1372,0.0,1,3,0.0,1,391,4,1.0,42,3,1,0.0,4,0.0,2115,15881,1,1.0,1.0,12,3,2,80,0,17,3,3,17,12,5,7
286,44,0.0,0.0,920,0.0,24,3,0.0,1,392,4,0.0,43,3,1,0.0,3,1.0,3161,19920,3,1.0,0.0,22,4,4,80,1,19,0,1,1,0,0,0
287,38,1.0,0.0,688,0.0,23,4,0.0,1,393,4,0.0,82,3,2,1.0,4,1.0,5745,18899,9,1.0,1.0,14,3,2,80,1,10,2,3,2,2,1,2
288,26,0.0,0.0,1449,0.0,16,4,0.0,1,394,1,0.0,45,3,1,0.0,2,1.0,2373,14180,2,1.0,0.0,13,3,4,80,1,5,2,3,3,2,0,2
289,28,1.0,0.0,1117,0.0,8,2,0.0,1,395,4,1.0,66,3,1,0.0,4,0.0,3310,4488,1,1.0,1.0,21,4,4,80,0,5,3,3,5,3,0,2
290,49,1.0,0.0,636,0.0,10,4,0.0,1,396,3,1.0,35,3,5,0.0,1,0.0,18665,25594,9,1.0,0.0,11,3,4,80,0,22,4,3,3,2,1,2
291,36,1.0,0.0,506,0.0,3,3,0.0,1,397,3,0.0,30,3,2,0.0,2,0.0,4485,26285,4,1.0,1.0,12,3,4,80,0,10,2,3,8,0,7,7
292,31,1.0,0.0,444,0.0,5,3,0.0,1,399,4,1.0,84,3,1,0.0,2,1.0,2789,3909,1,1.0,1.0,11,3,3,80,1,2,5,2,2,2,2,2
